Reading,Name,PlasticType,Color,MeasurementType,DateTime,nm940,nm1050,nm1200,nm1300,nm1450,nm1550,nm1650,nm1720,nm940_norm,nm1050_norm,nm1200_norm,nm1300_norm,nm1450_norm,nm1550_norm,nm1650_norm,nm1720_norm,nm940_snv,nm1050_snv,nm1200_snv,nm1300_snv,nm1450_snv,nm1550_snv,nm1650_snv,nm1720_snv,nm940_snvScaled,nm1050_snvScaled,nm1200_snvScaled,nm1300_snvScaled,nm1450_snvScaled,nm1550_snvScaled,nm1650_snvScaled,nm1720_snvScaled
1,calibration,calibration,,calibration,9/14/2024 11:00:00,463965,522644.22,482828.06,738003.75,747010.12,539360.13,388593.72,117542.85,,,,,,,,,,,,,,,,,,,,,,,,
2,SC07,PLA,,,9/14/2024 11:00:10,749713.75,789440.38,426438.06,629001.37,307830.44,448599.75,397407.59,251568.41,,,,,,,,,,,,,,,,,,,,,,,,
3,SC07,PLA,,,9/14/2024 11:00:20,755570.25,784488,407484.59,630718.12,305420.56,459122.84,398650.44,258545.48,,,,,,,,,,,,,,,,,,,,,,,,
4,SC07,PLA,,,9/14/2024 11:00:30,774384.63,756916.25,434302.44,649288.19,322683.69,448663.75,348335.22,265425.28,,,,,,,,,,,,,,,,,,,,,,,,
5,SC07,PLA,,,9/14/2024 11:00:40,775525.06,762002.5,430588.25,644650.25,329419.66,443585.91,345900.69,268327.47,,,,,,,,,,,,,,,,,,,,,,,,
6,SC02,PLA,,,9/14/2024 11:00:50,734010.25,753177.94,425480.75,678058.25,336686.13,484333.81,372219.94,216032.2,,,,,,,,,,,,,,,,,,,,,,,,
7,SC02,PLA,,,9/14/2024 11:01:00,740528.81,760170.81,404364.09,673044.69,335643.75,489461.09,357351.38,239435.88,,,,,,,,,,,,,,,,,,,,,,,,
8,SC02,PLA,,,9/14/2024 11:01:10,738727.69,765446.81,416681.12,658176.75,327763.84,487731.19,383182.44,222289.62,,,,,,,,,,,,,,,,,,,,,,,,
9,SC02,PLA,,,9/14/2024 11:01:20,733788.81,761162.56,417040.12,666632.69,333443.84,490016.34,382055.94,215857.95,,,,,,,,,,,,,,,,,,,,,,,,
10,calibration,calibration,,calibration,9/14/2024 11:01:30,232195.23,354763.03,589548.13,427821.97,398945.25,494962.41,613414.81,888404.31,,,,,,,,,,,,,,,,,,,,,,,,
11,SC03,PLA,,,9/14/2024 11:01:40,917845.44,625119,331178.19,436160.87,349002.84,321810.97,474481.5,544401.75,,,,,,,,,,,,,,,,,,,,,,,,
12,SC03,PLA,,,9/14/2024 11:01:50,922117,634338.87,322787.75,423722.06,374109,326850.94,479182.5,516892.06,,,,,,,,,,,,,,,,,,,,,,,,
13,SC03,PLA,,,9/14/2024 11:02:00,924450.38,619314.25,357337.81,432865.72,341491.59,319558.09,463440.75,541541.25,,,,,,,,,,,,,,,,,,,,,,,,
14,SC03,PLA,,,9/14/2024 11:02:10,923590.19,622119.75,340848.34,427758.25,348501.28,331056.87,460650.91,545474.5,,,,,,,,,,,,,,,,,,,,,,,,
15,SC11,PLA,,,9/14/2024 11:02:20,757017.31,730739.19,420971.22,702269.5,317059.97,459205.59,347751.78,264984.53,,,,,,,,,,,,,,,,,,,,,,,,
16,SC11,PLA,,,9/14/2024 11:02:30,762429.5,744063.06,449619.06,672424.37,322546.66,454442.28,339100.09,255374.47,,,,,,,,,,,,,,,,,,,,,,,,
17,SC11,PLA,,,9/14/2024 11:02:40,695504,816953.12,390810.94,618066.81,247778.58,497473,456986.09,276427.41,,,,,,,,,,,,,,,,,,,,,,,,
18,SC11,PLA,,,9/14/2024 11:02:50,690050.44,798066,350301.5,627472.69,255001.39,542407.88,468081.72,268619.22,,,,,,,,,,,,,,,,,,,,,,,,
19,SC18,PLA,,,9/14/2024 11:03:00,798156.06,756068.12,366973,603689.56,290758.63,468967.66,434625.97,280761.34,,,,,,,,,,,,,,,,,,,,,,,,
20,SC18,PLA,,,9/14/2024 11:03:10,806490,735150.12,310554.44,605302.75,280296.91,489640.06,455384.91,317181.03,,,,,,,,,,,,,,,,,,,,,,,,
21,SC18,PLA,,,9/14/2024 11:03:20,815944.19,724123.44,344702.84,637243.44,305093.72,469875.25,396229.31,306788.5,,,,,,,,,,,,,,,,,,,,,,,,
22,SC18,PLA,,,9/14/2024 11:03:30,812053.19,726257.63,378976.38,644446.31,294018.25,448984.81,394829.22,300433.31,,,,,,,,,,,,,,,,,,,,,,,,
23,SC13,PETG,,,9/14/2024 11:03:40,724698.62,764889.06,475898.5,640713,390762.16,490779.25,319376.47,192883.52,,,,,,,,,,,,,,,,,,,,,,,,
24,SC13,PETG,,,9/14/2024 11:03:50,713699.44,765170.87,477812.94,642966.44,396390.53,499616.41,321136.28,183206.7,,,,,,,,,,,,,,,,,,,,,,,,
25,SC13,PETG,,,9/14/2024 11:04:00,725370,760124,489417.84,644407.69,400847.13,483145.38,291943.16,204745.39,,,,,,,,,,,,,,,,,,,,,,,,
26,SC13,PETG,,,9/14/2024 11:04:10,726155.88,760376.31,475570.28,640498.87,403855.12,499075.72,290212.28,204254.67,,,,,,,,,,,,,,,,,,,,,,,,
27,SC12,PETG,,,9/14/2024 11:04:20,906959.19,612057.75,312897.84,435062.94,342209.16,323623.5,487014.87,580174.56,,,,,,,,,,,,,,,,,,,,,,,,
28,SC12,PETG,,,9/14/2024 11:04:30,908316.81,612032.06,307716.63,432182.56,347716.97,326733.12,489002.06,576300.06,,,,,,,,,,,,,,,,,,,,,,,,
29,SC12,PETG,,,9/14/2024 11:04:40,918655.38,603188.5,304324.84,445158.91,350756.12,337916,478536.09,561464.37,,,,,,,,,,,,,,,,,,,,,,,,
30,SC12,PETG,,,9/14/2024 11:04:50,924864,616941.13,349678.19,457005.06,371063.28,297954.75,447830.75,534662.94,,,,,,,,,,,,,,,,,,,,,,,,
31,SC04,PLA,,,9/14/2024 11:05:00,624470.13,714082.5,435596.66,775034.31,354012.03,525885.06,396920.81,173999.41,,,,,,,,,,,,,,,,,,,,,,,,
32,SC04,PLA,,,9/14/2024 11:05:10,641857.06,727200.69,444085.09,762092.19,332777.94,513448.19,387959.28,190580.47,,,,,,,,,,,,,,,,,,,,,,,,
33,SC04,PLA,,,9/14/2024 11:05:20,630106.56,701592,398324.56,771702.19,354425.91,572152.62,386230.84,185465.91,,,,,,,,,,,,,,,,,,,,,,,,
34,SC04,PLA,,,9/14/2024 11:05:30,646952.31,719286.94,448902.59,770371.19,348480.31,511932.66,354757.84,199316.06,,,,,,,,,,,,,,,,,,,,,,,,
35,SC17,TPU,,,9/14/2024 11:05:40,920244.81,604949.69,322590.94,433417.75,342839.94,330362.41,491515.59,554078.75,,,,,,,,,,,,,,,,,,,,,,,,
36,SC17,TPU,,,9/14/2024 11:05:50,891680.31,618745.13,291909.5,422448.16,349713.41,332881.59,481634.41,610987.69,,,,,,,,,,,,,,,,,,,,,,,,
37,SC17,TPU,,,9/14/2024 11:06:00,725119.69,464239.31,194985.75,701297.63,733530.87,438305.25,409973.78,332548.06,,,,,,,,,,,,,,,,,,,,,,,,
38,SC17,TPU,,,9/14/2024 11:06:10,757134.94,504481.44,209380.45,706111.75,697617.88,385651.63,390938.91,348682.22,,,,,,,,,,,,,,,,,,,,,,,,
39,SC16,TPU,,,9/14/2024 11:06:20,733268,780676.5,537671.25,629479.25,412570.72,335789.97,315254.69,255289.7,,,,,,,,,,,,,,,,,,,,,,,,
40,SC16,TPU,,,9/14/2024 11:06:30,745291.69,789484.5,548413.88,599075.25,394126.97,328638.28,322705.22,272264.38,,,,,,,,,,,,,,,,,,,,,,,,
41,SC16,TPU,,,9/14/2024 11:06:40,761197.19,792298,516668.5,593488,393734.81,334331.38,334638.5,273643.53,,,,,,,,,,,,,,,,,,,,,,,,
42,SC16,TPU,,,9/14/2024 11:06:50,769533.5,794756.81,519722.81,578557.81,376329.16,331931.34,342958.53,286209.84,,,,,,,,,,,,,,,,,,,,,,,,
43,SC06,PLA,,,9/14/2024 11:07:00,732262,780570.94,420424.16,657018.12,316923.34,466871.25,389673.75,236256,,,,,,,,,,,,,,,,,,,,,,,,
44,SC06,PLA,,,9/14/2024 11:07:10,735179,777910.5,419514.31,646079.81,325072.25,475493.25,401271.44,219479.55,,,,,,,,,,,,,,,,,,,,,,,,
45,SC06,PLA,,,9/14/2024 11:07:20,741225.5,768536.94,428252.41,662903.81,337906.37,474565.09,346434.72,240174.63,,,,,,,,,,,,,,,,,,,,,,,,
46,SC06,PLA,,,9/14/2024 11:07:30,741226.19,763506.81,436801.25,670168.75,331702.5,467333.75,347913.5,241347.41,,,,,,,,,,,,,,,,,,,,,,,,
47,SC15,PETG,,,9/14/2024 11:07:40,730340.12,799439.94,449355.16,611727.44,357344.25,488182.53,338915.12,224695.36,,,,,,,,,,,,,,,,,,,,,,,,
48,SC15,PETG,,,9/14/2024 11:07:50,736712.25,792169.37,407531.13,609348.63,360317.44,522924.19,340445.56,230551.78,,,,,,,,,,,,,,,,,,,,,,,,
49,SC15,PETG,,,9/14/2024 11:08:00,746906.25,734355.38,445976.5,670566.06,402108.34,488170.75,296383.81,215533.41,,,,,,,,,,,,,,,,,,,,,,,,
50,SC15,PETG,,,9/14/2024 11:08:10,735072.69,743102.06,466429.59,667947.5,391608.91,489863.97,287822.44,218152.19,,,,,,,,,,,,,,,,,,,,,,,,
51,SC14,PETG,,,9/14/2024 11:08:20,759894.06,731174.56,403168.44,661001.44,415542.41,508041.44,291268,229909.72,,,,,,,,,,,,,,,,,,,,,,,,
52,SC14,PETG,,,9/14/2024 11:08:30,779398.19,715029.5,469816.94,643888.69,396882.38,484391.53,296814.88,213778.16,,,,,,,,,,,,,,,,,,,,,,,,
53,SC14,PETG,,,9/14/2024 11:08:40,734089.19,798717.19,446316.97,610036.25,358651.16,490100.59,331143.56,230945.28,,,,,,,,,,,,,,,,,,,,,,,,
54,SC14,PETG,,,9/14/2024 11:08:50,740604.56,793298.44,425321.69,610879.19,357700.91,503490.09,334079.41,234625.62,,,,,,,,,,,,,,,,,,,,,,,,
55,SC10,PLA,,,9/14/2024 11:09:00,778111.87,563433.81,159713.89,423916.5,384818.09,383556.5,612816.56,693631.12,,,,,,,,,,,,,,,,,,,,,,,,
56,SC10,PLA,,,9/14/2024 11:09:10,806987.13,573790.5,194633.12,414556.25,365060.81,364051.78,597945.62,682976.75,,,,,,,,,,,,,,,,,,,,,,,,
57,SC10,PLA,,,9/14/2024 11:09:20,796445.69,493180.5,172593.22,481596,397795.37,348664.25,614699.5,695026.5,,,,,,,,,,,,,,,,,,,,,,,,
58,SC10,PLA,,,9/14/2024 11:09:30,838667.69,655680.19,218964.44,517005.37,476288.78,259215.09,480523.94,553654.38,,,,,,,,,,,,,,,,,,,,,,,,
59,SC19,TPU,,,9/14/2024 11:09:40,777338.69,797661.13,513397.81,565974.25,374507.09,325951.97,344438.31,300730.56,,,,,,,,,,,,,,,,,,,,,,,,
60,SC19,TPU,,,9/14/2024 11:09:50,777421.75,798700.81,512187.53,564574.19,376261.94,328741.78,341231.94,300879.69,,,,,,,,,,,,,,,,,,,,,,,,
61,SC19,TPU,,,9/14/2024 11:10:00,744573.75,795083.37,508178.78,608131.5,408163.12,349818.87,341422.59,244627.84,,,,,,,,,,,,,,,,,,,,,,,,
62,SC19,TPU,,,9/14/2024 11:10:10,776171.62,792199.94,508770.87,579368.38,388994.69,321787.66,331155.59,301551,,,,,,,,,,,,,,,,,,,,,,,,
63,SC08,PLA,,,9/14/2024 11:10:20,752686.13,791276.81,429971.97,630922.06,314518.06,438012.69,381115.13,261497.44,,,,,,,,,,,,,,,,,,,,,,,,
64,SC08,PLA,,,9/14/2024 11:10:30,756520.19,792764.63,411089.66,627966.81,317176.41,446725.69,378217.75,269539.09,,,,,,,,,,,,,,,,,,,,,,,,
65,SC08,PLA,,,9/14/2024 11:10:40,771618.19,767134.75,437765.59,643860.13,333404.06,435395.06,341715,269107.06,,,,,,,,,,,,,,,,,,,,,,,,
66,SC08,PLA,,,9/14/2024 11:10:50,767121.69,770418.31,430622.31,643292.31,341686.78,445946.53,336189.28,264723.09,,,,,,,,,,,,,,,,,,,,,,,,
67,SC09,PLA,,,9/14/2024 11:11:00,896107.81,648046.37,297030.44,423799.97,347658.03,330121.91,513235.44,544000,,,,,,,,,,,,,,,,,,,,,,,,
68,SC09,PLA,,,9/14/2024 11:11:10,891120.69,655209.75,300167.59,421899.34,338435.16,333130.09,506031.88,554006.25,,,,,,,,,,,,,,,,,,,,,,,,
69,SC09,PLA,,,9/14/2024 11:11:20,921387.31,625053.81,327741.28,436342,355207.25,326150.66,473666.69,534450.94,,,,,,,,,,,,,,,,,,,,,,,,
70,SC09,PLA,,,9/14/2024 11:11:30,920724.12,625104.19,324699.19,438408.41,353300.28,329172.41,472074.22,536517.19,,,,,,,,,,,,,,,,,,,,,,,,
71,SC01,PLA,,,9/14/2024 11:11:40,912239.06,617379.19,310315.69,430335.16,347976.5,331970.59,487053.53,562730.44,,,,,,,,,,,,,,,,,,,,,,,,
72,SC01,PLA,,,9/14/2024 11:11:50,912891.5,617617.06,315442.41,436054.56,347299.47,324536.09,488685.25,557473.75,,,,,,,,,,,,,,,,,,,,,,,,
73,SC01,PLA,,,9/14/2024 11:12:00,921825.19,606225.94,313033.94,423977.34,358776.81,338388.13,478463.66,559308.94,,,,,,,,,,,,,,,,,,,,,,,,
74,SC01,PLA,,,9/14/2024 11:12:10,924765.25,597504.87,347631.16,410196.66,350955.16,322661.72,478131.94,568153.63,,,,,,,,,,,,,,,,,,,,,,,,
75,SL10,PLA,,,9/14/2024 11:12:20,891819,593976.75,294985,480816.25,348378.37,299234.25,482825.84,607963.69,,,,,,,,,,,,,,,,,,,,,,,,
76,SL10,PLA,,,9/14/2024 11:12:30,913533.63,561509.63,330268.34,420006.25,336037.25,323424.88,506139.63,609079.87,,,,,,,,,,,,,,,,,,,,,,,,
77,SL10,PLA,,,9/14/2024 11:12:40,894592.37,612783.88,287262.84,406821.78,343583.72,342597.81,523900.28,588456.94,,,,,,,,,,,,,,,,,,,,,,,,
78,SL10,PLA,,,9/14/2024 11:12:50,895608.81,614533.75,277863.59,427893.41,355141.75,332534.94,515390.47,581033,,,,,,,,,,,,,,,,,,,,,,,,
79,SC05,PLA,,,9/14/2024 11:13:00,849915.19,750278.56,454153,424368.13,270419.87,341659.94,505580.12,403625.28,,,,,,,,,,,,,,,,,,,,,,,,
80,SC05,PLA,,,9/14/2024 11:13:10,883069.38,695209.94,296422.19,429150.03,323990.31,370288.56,521923.47,479945.53,,,,,,,,,,,,,,,,,,,,,,,,
81,SC05,PLA,,,9/14/2024 11:13:20,923815.81,653046.75,330974.47,452322.09,336165.09,372133.97,448753.06,482788.56,,,,,,,,,,,,,,,,,,,,,,,,
82,SC05,PLA,,,9/14/2024 11:13:30,923231.5,642241.5,357996.31,458953.72,332403.69,333627.37,445356.41,506188.94,,,,,,,,,,,,,,,,,,,,,,,,
83,SL03,PETG,,,9/14/2024 11:13:40,908361.62,613508.06,305312.19,436773.91,350060.28,324249.53,490991.34,570742.69,,,,,,,,,,,,,,,,,,,,,,,,
84,SL03,PETG,,,9/14/2024 11:13:50,908388.94,608068.38,300411.03,423320.81,350672.03,336737.59,490103.59,582297.62,,,,,,,,,,,,,,,,,,,,,,,,
85,SL03,PETG,,,9/14/2024 11:14:00,915054.06,602199,309871.66,427601.81,378709.22,311375,482420.5,572768.69,,,,,,,,,,,,,,,,,,,,,,,,
86,SL03,PETG,,,9/14/2024 11:14:10,907978,635473.06,359209,487818.5,330729.38,294390.31,446478.84,537923.12,,,,,,,,,,,,,,,,,,,,,,,,
87,SL02,ASA,,,9/14/2024 11:14:20,912403.56,617112.25,317323.94,426222.72,350699.81,324936.59,486022.34,565278,,,,,,,,,,,,,,,,,,,,,,,,
88,SL02,ASA,,,9/14/2024 11:14:30,911664.19,615925.75,307102.34,423076.97,353201.53,331642.37,493862.69,563524.94,,,,,,,,,,,,,,,,,,,,,,,,
89,SL02,ASA,,,9/14/2024 11:14:40,920937.44,608012.75,317168.12,435203.25,359599.87,325250.09,480192.97,553635.56,,,,,,,,,,,,,,,,,,,,,,,,
90,SL02,ASA,,,9/14/2024 11:14:50,925021.44,607145.06,329385.22,433296,356534,324794.06,474800.78,549023.69,,,,,,,,,,,,,,,,,,,,,,,,
91,SL05,PETG,,,9/14/2024 11:15:00,694101.56,748755.37,482148.59,669593.44,419481,511882.84,293684.97,180352.78,,,,,,,,,,,,,,,,,,,,,,,,
92,SL05,PETG,,,9/14/2024 11:15:10,653381.19,735917.81,493603.72,692711.56,454541.5,520654.69,293331.34,155858.61,,,,,,,,,,,,,,,,,,,,,,,,
93,SL05,PETG,,,9/14/2024 11:15:20,670089.25,757338.5,476913.16,675001.37,433249.5,519112.06,295437.06,172859.11,,,,,,,,,,,,,,,,,,,,,,,,
94,SL05,PETG,,,9/14/2024 11:15:30,664990.88,736857.87,443368.34,673178.56,431259.22,578869.25,315937.16,155538.72,,,,,,,,,,,,,,,,,,,,,,,,
95,SL09,PLA,,,9/14/2024 11:15:40,674333.25,784843.06,504459.56,631891.44,426738.87,497412.72,313133.47,167187.59,,,,,,,,,,,,,,,,,,,,,,,,
96,SL09,PLA,,,9/14/2024 11:15:50,692560.88,785160.88,493169.53,642793.75,408040.69,488320.59,280331,209621.87,,,,,,,,,,,,,,,,,,,,,,,,
97,SL09,PLA,,,9/14/2024 11:16:00,737111.06,798621.5,471728.44,565159.25,380388.03,504717.72,343499.5,198774.45,,,,,,,,,,,,,,,,,,,,,,,,
98,SL09,PLA,,,9/14/2024 11:16:10,741535.31,796125.81,456694.84,566789.12,380584.41,514497.59,339313.75,204460.25,,,,,,,,,,,,,,,,,,,,,,,,
99,SL06,PETG,,,9/14/2024 11:16:20,910736.37,612717.06,309479.19,428132.91,350708.53,329399.13,484666.66,574160.25,,,,,,,,,,,,,,,,,,,,,,,,
100,SL06,PETG,,,9/14/2024 11:16:30,905674.56,613666.31,317203.91,433596.75,339565.25,326043.88,474590.44,589658.13,,,,,,,,,,,,,,,,,,,,,,,,
101,SL06,PETG,,,9/14/2024 11:16:40,905544.81,612676.87,318902.47,434083.31,336789.34,328975,468974.84,594053.75,,,,,,,,,,,,,,,,,,,,,,,,
102,SL06,PETG,,,9/14/2024 11:16:50,921579,621696.88,389994.44,412217.44,344633,316948.94,425816.72,567113.31,,,,,,,,,,,,,,,,,,,,,,,,
103,SL13,TPU,,,9/14/2024 11:17:00,775675.19,805871.63,359635.81,556364.69,332419.12,485521.28,411203.16,273309.06,,,,,,,,,,,,,,,,,,,,,,,,
104,SL13,TPU,,,9/14/2024 11:17:10,759033.62,821653.75,381269.75,578369,308061.91,460696.31,384512.38,306403.78,,,,,,,,,,,,,,,,,,,,,,,,
105,SL13,TPU,,,9/14/2024 11:17:20,779278.38,793562.19,373833.37,590257.37,368970.72,464660.44,363114.88,266322.13,,,,,,,,,,,,,,,,,,,,,,,,
106,SL13,TPU,,,9/14/2024 11:17:30,789926.06,777847.69,370795.31,597216.75,371294.81,467924.72,360921.87,264072,,,,,,,,,,,,,,,,,,,,,,,,
107,SL11,PLA,,,9/14/2024 11:17:40,524637.19,834083.69,407317.59,708910.81,274962.5,539977.06,458228,251882.31,,,,,,,,,,,,,,,,,,,,,,,,
108,SL11,PLA,,,9/14/2024 11:17:50,537564,821086.56,399471.34,730682.69,291532.16,532831.56,439848.41,246984.42,,,,,,,,,,,,,,,,,,,,,,,,
109,SL11,PLA,,,9/14/2024 11:18:00,576872.13,783680.31,415829,770332.19,321607.75,518662.09,363084.94,249931.86,,,,,,,,,,,,,,,,,,,,,,,,
110,SL11,PLA,,,9/14/2024 11:18:10,564738.81,772788.06,432305.41,779538.31,325500.47,521124.97,370442.81,233560.69,,,,,,,,,,,,,,,,,,,,,,,,
111,SL01,STONEFILL,,,9/14/2024 11:18:20,669095.19,768965.44,534750.75,719405.94,348055,363857.06,354659.59,241210.75,,,,,,,,,,,,,,,,,,,,,,,,
112,SL01,STONEFILL,,,9/14/2024 11:18:30,666292.69,765516.81,539025.19,723395.31,347751.75,364007.38,353273.97,240737.45,,,,,,,,,,,,,,,,,,,,,,,,
113,SL01,STONEFILL,,,9/14/2024 11:18:40,767597.81,745896.81,522321.66,654827.06,289578.06,304606.5,372374.94,342798.53,,,,,,,,,,,,,,,,,,,,,,,,
114,SL01,STONEFILL,,,9/14/2024 11:18:50,702151.94,756318.62,531608.31,704709.5,361015.56,366762.5,334434.78,242998.86,,,,,,,,,,,,,,,,,,,,,,,,
115,SL12,PLA,,,9/14/2024 11:19:00,684213.13,756677,474371.09,686216.56,368660.47,500996.94,355574.56,173290.25,,,,,,,,,,,,,,,,,,,,,,,,
116,SL12,PLA,,,9/14/2024 11:19:10,680852.06,753698.88,456614.19,687081.69,367462.59,523295.94,360248.31,170746.11,,,,,,,,,,,,,,,,,,,,,,,,
117,SL12,PLA,,,9/14/2024 11:19:20,606681.5,734923.75,508860.16,723577.31,435753.19,517330.13,336453.59,136421.63,,,,,,,,,,,,,,,,,,,,,,,,
118,SL12,PLA,,,9/14/2024 11:19:30,673699.63,752982.37,484792.72,690698,372744.56,507611.75,349739.69,167733.11,,,,,,,,,,,,,,,,,,,,,,,,
119,SL07,PETG,,,9/14/2024 11:19:40,851939.5,741092.62,478452.25,526880.5,391457.84,377730.41,351909.66,280536.72,,,,,,,,,,,,,,,,,,,,,,,,
120,SL07,PETG,,,9/14/2024 11:19:50,862761.69,742889.25,476113.88,504458.91,370039.69,372029.25,364700.75,307007.09,,,,,,,,,,,,,,,,,,,,,,,,
121,SL07,PETG,,,9/14/2024 11:20:00,865042,731129.12,493191.41,511030.37,377465.88,376777.06,328752.31,316611.41,,,,,,,,,,,,,,,,,,,,,,,,
122,SL07,PETG,,,9/14/2024 11:20:10,860593.38,721033.25,520869.12,525472.37,365566.87,357478.53,319899.59,329085.94,,,,,,,,,,,,,,,,,,,,,,,,
123,SL08,PETG,,,9/14/2024 11:20:20,905128.44,602359.19,293386.84,418772.31,350747.28,333707.72,519852.22,576046.44,,,,,,,,,,,,,,,,,,,,,,,,
124,SL08,PETG,,,9/14/2024 11:20:30,903859.37,608986.12,299657,414914,344643.25,334530.25,517006.16,576403.69,,,,,,,,,,,,,,,,,,,,,,,,
125,SL08,PETG,,,9/14/2024 11:20:40,918151.81,614698,314017.91,421540.06,367211.25,327969,477232.31,559179.75,,,,,,,,,,,,,,,,,,,,,,,,
